reference_id,label
marts_E01383,GPP
marts_E01384,GPP
marts_E01385,GPP
marts_E01386,GPP
marts_E01387,FPP
marts_E01388,FPP
marts_E01389,FPP
marts_E01390,GPP
marts_E01391,GPP
marts_E01392,FPP
marts_E01393,FPP
marts_E01394,FPP
marts_E01395,FPP
marts_E01396,FPP
marts_E01397,FPP
marts_E01398,FPP
marts_E01399,FPP
marts_E01400,FPP
marts_E01401,FPP
marts_E01402,GGPP
marts_E01403,FPP
marts_E01404,GGPP
marts_E01405,FPP
marts_E01406,FPP
marts_E01407,FPP
marts_E01408,FPP
marts_E01409,GGPP
marts_E01410,GGPP
marts_E01411,GGPP
marts_E01412,GGPP
marts_E01413,GGPP
marts_E01414,GGPP
marts_E01415,GGPP
marts_E01416,GGPP
marts_E01417,GGPP
marts_E01418,GGPP
marts_E01419,FPP
marts_E01420,FPP
marts_E01421,GGPP
marts_E01422,GGPP
marts_E01423,GGPP
marts_E01424,GGPP
marts_E01425,GGPP
marts_E01426,GGPP
marts_E01427,FPP
marts_E01428,GPP
marts_E01429,GGPP
marts_E01430,GGPP
marts_E01431,GGPP
marts_E01432,GPP
marts_E01433,GGPP
marts_E01434,GGPP
marts_E01435,GGPP
marts_E01436,GGPP
marts_E01437,FPP
marts_E01438,FPP
marts_E01439,FPP
marts_E01440,FPP
marts_E01441,FPP
marts_E01442,GPP
marts_E01443,FPP
marts_E01444,GGPP
marts_E01445,FPP
marts_E01446,FPP
marts_E01447,FPP
marts_E01448,FPP
marts_E01449,FPP
marts_E01450,FPP
marts_E01451,FPP
marts_E01452,FPP
marts_E01453,FPP
marts_E01454,FPP
marts_E01455,FPP
marts_E01456,FPP
marts_E01457,FPP
marts_E01458,FPP
marts_E01459,FPP
marts_E01460,FPP
marts_E01461,FPP
marts_E01462,EDSQ
marts_E01463,GGPP
marts_E01464,GGPP
marts_E01465,FPP
marts_E01466,FPP
marts_E01467,FPP
marts_E01468,FPP
marts_E01469,FPP
marts_E01470,FPP
marts_E01471,FPP
marts_E01472,FPP
marts_E01473,FPP
marts_E01474,FPP
marts_E01475,FPP
marts_E01476,GGPP
marts_E01477,FPP
marts_E01478,GFPP
marts_E01479,GGPP
marts_E01480,GPP
marts_E01481,GPP
marts_E01482,GGPP
marts_E01483,GGPP
marts_E01484,GGPP
marts_E01485,GGPP
marts_E01486,FPP
marts_E01487,FPP
marts_E01488,GGPP
marts_E01489,EDSQ
marts_E01490,EDSQ
marts_E01491,GGPP
marts_E01492,FPP
marts_E01493,GGPP
marts_E01494,GGPP
marts_E01495,GGPP
marts_E01496,FPP
marts_E01497,FPP
marts_E01498,FPP
marts_E01499,GPP
marts_E01500,FPP
marts_E01501,GPP
marts_E01502,FPP
marts_E01503,GGPP
marts_E01504,GGPP
marts_E01505,GGPP
marts_E01506,GGPP
marts_E01507,FPP
marts_E01508,FPP
marts_E01509,GPP
marts_E01510,GPP
marts_E01511,GGPP
marts_E01512,GGPP
marts_E01513,GGPP
marts_E01514,GPP
marts_E01515,GPP
marts_E01516,FPP
marts_E01517,GPP
marts_E01518,GFPP
marts_E01519,GFPP
marts_E01520,GGPP
marts_E01521,GGPP
marts_E01522,FPP
marts_E01523,GPP
marts_E01524,GPP
marts_E01525,FPP
marts_E01526,GPP
marts_E01527,GPP
marts_E01528,FPP
marts_E01529,FPP
marts_E01530,FPP
marts_E01531,FPP
marts_E01532,GFPP
marts_E01533,FPP
marts_E01534,GGPP
marts_E01535,GPP
marts_E01536,GGPP
marts_E01537,GGPP
marts_E01538,FPP
marts_E01539,GPP
